UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,MADHYA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2011,0.153,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,WIND,RENEWABLE,2011,3.59,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,118.537,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WIND,RENEWABLE,2012,279.732,0
UTILITY,MADHYA PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,30.56,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WASTE,RENEWABLE,2012,2.341,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2012,3.209,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,118.537,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WIND,RENEWABLE,2013,286.866,0
UTILITY,MADHYA PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,57.524,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WASTE,RENEWABLE,2013,2.341,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2013,57.017,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,WIND,RENEWABLE,2013,5.97,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,118.537,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WIND,RENEWABLE,2014,314.661,0
UTILITY,MADHYA PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,93.477,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WASTE,RENEWABLE,2014,2.341,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2014,530.469,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,WIND,RENEWABLE,2014,11.94,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,118.537,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WIND,RENEWABLE,2015,653.996,0
UTILITY,MADHYA PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,129.43,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WASTE,RENEWABLE,2015,2.341,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2015,853.499,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,WIND,RENEWABLE,2015,14.94,0
UTILITY,MADHYA PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,125.835,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,118.537,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2016,1186.278,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WASTE,RENEWABLE,2016,2.341,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WIND,RENEWABLE,2016,1591.217,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,MADHYA PRADESH,CAPTIVE,WIND,RENEWABLE,2016,15.021,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,1281.1,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,44.214,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2017,120.91,0
UTILITY,CHHATTISGARH,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,SOLAR,RENEWABLE,2017,3.637,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,909.73,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,22.94,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2018,135.82,0
UTILITY,CHHATTISGARH,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,SOLAR,RENEWABLE,2018,3.408,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,529.894,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,80.054,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2019,335.154,0
UTILITY,CHHATTISGARH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,SOLAR,RENEWABLE,2019,13.578,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,679.704,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,101.752,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2020,326.417,0
UTILITY,CHHATTISGARH,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,SOLAR,RENEWABLE,2020,63.275,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2020,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2006,2.84,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2007,2.84,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,10.556,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,585.052,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2008,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,10.556,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,624.242,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2009,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,11.141,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,799.398,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2010,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,11.141,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,927.366,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2011,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,11.842,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,999.347,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2012,2.253,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,30.41,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,999.347,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2013,2.253,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2013,0.87,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,30.41,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,1059.332,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2014,3.998,0
CAPTIVE,CHHATTISGARH,CAPTIVE,SOLAR,RENEWABLE,2014,1.87,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,30.41,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,1059.332,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2015,4.28,0
CAPTIVE,CHHATTISGARH,CAPTIVE,SOLAR,RENEWABLE,2015,2.13,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,1119.317,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,30.41,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2016,52.697,0
UTILITY,CHHATTISGARH,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,CHHATTISGARH,CAPTIVE,SOLAR,RENEWABLE,2016,3.64,0
CAPTIVE,CHHATTISGARH,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,3379.483,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,27.829,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2017,270.44,0
UTILITY,UTTAR PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2017,1.001,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,3939.09,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,30.18,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2018,680.71,0
UTILITY,UTTAR PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2018,2.793,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,4428.435,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,31.294,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2019,1235.083,0
UTILITY,UTTAR PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2019,13.119,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,3659.734,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,36.426,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2020,1447.046,0
UTILITY,UTTAR PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2020,36.503,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2020,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2006,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2006,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2007,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2007,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,698.131,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2008,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2008,0.332,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2008,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,1297.027,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2009,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2009,0.332,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2009,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,1974.267,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2010,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2010,0.332,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2010,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,2063.056,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2011,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2011,0.332,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2011,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,2244.118,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2012,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2012,10.819,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,2703.736,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2013,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2013,15.185,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2013,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,2703.736,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2014,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2014,18.423,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,3093.714,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2015,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2015,62.277,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,3029.298,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,29.727,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2016,125.411,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2016,52.707,0
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2016,0.1,0
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,2614.34,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,609.576,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2017,577.83,0
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0.202,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2017,7490.75,0
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2017,0.025,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2017,132.18,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,3767.83,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,627.12,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2018,1100.67,0
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0.01,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2018,6541.15,0
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2018,1.155,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2018,146.6,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,4433.251,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,759.07,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2019,2206.617,0
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.804,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2019,7575.143,0
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2019,61.56,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2019,466.87,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,2932.443,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,695.557,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2020,2372.676,0
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0.844,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2020,7984.269,0
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2020,510.851,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2020,488.511,0
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2006,737.4,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2006,6.03,0
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2007,1691.5,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2007,10.73,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,349.915,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2008,2309.435,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,320.623,0
UTILITY,MAHARASHTRA,UTILITY-RE,WASTE,RENEWABLE,2008,0.024,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2008,14.16,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,349.915,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2009,2550.125,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,521.715,0
UTILITY,MAHARASHTRA,UTILITY-RE,WASTE,RENEWABLE,2009,0.024,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2009,13.47,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,406.211,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2010,2732.746,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,614.527,0
UTILITY,MAHARASHTRA,UTILITY-RE,WASTE,RENEWABLE,2010,0.136,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2010,6.1,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,455.554,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2011,3047.089,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,1133.429,0
UTILITY,MAHARASHTRA,UTILITY-RE,WASTE,RENEWABLE,2011,0.137,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2011,6.623,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2011,10.12,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,465.819,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2012,3594.954,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,1697.893,0
UTILITY,MAHARASHTRA,UTILITY-RE,WASTE,RENEWABLE,2012,0.137,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2012,33.117,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,496.609,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2013,3974.467,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,2128.765,0
UTILITY,MAHARASHTRA,UTILITY-RE,WASTE,RENEWABLE,2013,0.232,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2013,165.585,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2013,107.55,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,542.151,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2014,5393.023,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,2644.855,0
UTILITY,MAHARASHTRA,UTILITY-RE,WASTE,RENEWABLE,2014,0.304,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2014,412.72,0
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2014,0.08,0
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2014,135.34,0
